timestamp,time_s,line_index,rx,raw,ball,target,vel,cmd,rod,lost,run,raw_text
2026-08-01 05:16:24.099183,0.000,1,3748.000,433.000,14.000,0.000,3.000,0.000,0.000,1.000,1.000,"3748,433,14,0,3,0,0,1,1"
2026-08-01 05:16:24.201459,0.102,2,3763.000,409.000,15.000,0.000,2.000,5.000,5.000,1.000,1.000,"3763,409,15,0,2,5,5,1,1"
2026-08-01 05:16:24.303993,0.205,3,3778.000,409.000,16.000,0.000,1.000,8.000,8.000,1.000,1.000,"3778,409,16,0,1,8,8,1,1"
2026-08-01 05:16:24.406525,0.307,4,3793.000,385.000,0.000,0.000,-2.000,8.000,8.000,1.000,1.000,"3793,385,0,0,-2,8,8,1,1"
2026-08-01 05:16:24.509691,0.411,5,3808.000,385.000,0.000,0.000,-1.000,4.000,4.000,1.000,1.000,"3808,385,0,0,-1,4,4,1,1"
2026-08-01 05:16:24.612133,0.513,6,3823.000,373.000,-6.000,0.000,-2.000,2.000,2.000,1.000,1.000,"3823,373,-6,0,-2,2,2,1,1"
2026-08-01 05:16:24.715393,0.616,7,3838.000,361.000,-15.000,0.000,-3.000,-1.000,-1.000,1.000,1.000,"3838,361,-15,0,-3,-1,-1,1,1"
2026-08-01 05:16:24.817930,0.719,8,3853.000,325.000,-36.000,0.000,-7.000,-8.000,-8.000,1.000,1.000,"3853,325,-36,0,-7,-8,-8,1,1"
2026-08-01 05:16:24.920729,0.822,9,3868.000,337.000,-50.000,0.000,-6.000,-20.000,-20.000,1.000,1.000,"3868,337,-50,0,-6,-20,-20,1,1"
2026-08-01 05:16:25.024851,0.926,10,3883.000,337.000,-58.000,0.000,-5.000,-31.000,-31.000,1.000,1.000,"3883,337,-58,0,-5,-31,-31,1,1"
2026-08-01 05:16:25.128288,1.029,11,3898.000,313.000,-70.000,0.000,-5.000,-39.000,-39.000,1.000,1.000,"3898,313,-70,0,-5,-39,-39,1,1"
2026-08-01 05:16:25.232100,1.133,12,3913.000,313.000,-75.000,0.000,-4.000,-47.000,-47.000,1.000,1.000,"3913,313,-75,0,-4,-47,-47,1,1"
2026-08-01 05:16:25.335997,1.237,13,3928.000,289.000,-91.000,0.000,-5.000,-55.000,-55.000,1.000,1.000,"3928,289,-91,0,-5,-55,-55,1,1"
2026-08-01 05:16:25.440361,1.341,14,3943.000,289.000,-98.000,0.000,-4.000,-64.000,-64.000,1.000,1.000,"3943,289,-98,0,-4,-64,-64,1,1"
2026-08-01 05:16:25.543112,1.444,15,3958.000,289.000,-100.000,0.000,-3.000,-71.000,-71.000,1.000,1.000,"3958,289,-100,0,-3,-71,-71,1,1"
2026-08-01 05:16:25.647185,1.548,16,3973.000,289.000,-99.000,0.000,-1.000,-74.000,-74.000,1.000,1.000,"3973,289,-99,0,-1,-74,-74,1,1"
2026-08-01 05:16:25.750546,1.651,17,3988.000,289.000,-101.000,0.000,-1.000,-77.000,-77.000,1.000,1.000,"3988,289,-101,0,-1,-77,-77,1,1"
2026-08-01 05:16:25.854520,1.755,18,4003.000,289.000,-102.000,0.000,0.000,-79.000,-79.000,1.000,1.000,"4003,289,-102,0,0,-79,-79,1,1"
2026-08-01 05:16:25.958313,1.859,19,4018.000,289.000,-102.000,0.000,0.000,-80.000,-80.000,1.000,1.000,"4018,289,-102,0,0,-80,-80,1,1"
2026-08-01 05:16:26.062008,1.963,20,4033.000,289.000,-102.000,0.000,0.000,-81.000,-81.000,1.000,1.000,"4033,289,-102,0,0,-81,-81,1,1"
2026-08-01 05:16:26.165172,2.066,21,4048.000,289.000,-102.000,0.000,0.000,-81.000,-81.000,1.000,1.000,"4048,289,-102,0,0,-81,-81,1,1"
2026-08-01 05:16:26.269223,2.170,22,4063.000,289.000,-102.000,0.000,0.000,-81.000,-81.000,1.000,1.000,"4063,289,-102,0,0,-81,-81,1,1"
2026-08-01 05:16:26.372693,2.274,23,4078.000,289.000,-102.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4078,289,-102,0,0,-82,-82,1,1"
2026-08-01 05:16:26.477504,2.378,24,4093.000,289.000,-102.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4093,289,-102,0,0,-82,-82,1,1"
2026-08-01 05:16:26.580637,2.481,25,4108.000,289.000,-102.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4108,289,-102,0,0,-82,-82,1,1"
2026-08-01 05:16:26.683715,2.585,26,4123.000,277.000,-107.000,0.000,-1.000,-82.000,-82.000,1.000,1.000,"4123,277,-107,0,-1,-82,-82,1,1"
2026-08-01 05:16:26.787762,2.689,27,4138.000,289.000,-104.000,0.000,0.000,-83.000,-83.000,1.000,1.000,"4138,289,-104,0,0,-83,-83,1,1"
2026-08-01 05:16:26.891695,2.793,28,4153.000,289.000,-103.000,0.000,0.000,-83.000,-83.000,1.000,1.000,"4153,289,-103,0,0,-83,-83,1,1"
2026-08-01 05:16:26.995167,2.896,29,4168.000,289.000,-103.000,0.000,0.000,-83.000,-83.000,1.000,1.000,"4168,289,-103,0,0,-83,-83,1,1"
2026-08-01 05:16:27.099306,3.000,30,4183.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4183,289,-103,0,0,-82,-82,1,1"
2026-08-01 05:16:27.202452,3.103,31,4198.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4198,289,-103,0,0,-82,-82,1,1"
2026-08-01 05:16:27.306854,3.208,32,4213.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4213,289,-103,0,0,-82,-82,1,1"
2026-08-01 05:16:27.409801,3.311,33,4228.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4228,289,-103,0,0,-82,-82,1,1"
2026-08-01 05:16:27.514473,3.415,34,4241.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4241,289,-103,0,0,-82,-82,1,1"
2026-08-01 05:16:27.617676,3.518,35,4254.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4254,289,-103,0,0,-82,-82,1,1"
2026-08-01 05:16:27.721341,3.622,36,4268.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4268,289,-103,0,0,-82,-82,1,1"
2026-08-01 05:16:27.824722,3.726,37,4283.000,289.000,-103.000,0.000,0.000,-82.000,-82.000,1.000,1.000,"4283,289,-103,0,0,-82,-82,1,1"
